StudyInstanceUID,ImageUID
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.222
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.8
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.69
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.168
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.46
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.284
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.231
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.128
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.70
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.148
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.132
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.131
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.263
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.229
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.93
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.312
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.2
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.75
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.233
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.133
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.318
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.176
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.314
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.155
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.241
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.268
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.63
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.184
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.47
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.283
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.37
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.185
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.172
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.215
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.143
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.141
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.90
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.294
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.232
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.124
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.226
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.21
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.91
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.304
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.1
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.275
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.299
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.259
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.84
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.269
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.119
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.16
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.96
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.170
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.245
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.171
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.221
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.244
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.118
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.247
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.78
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.64
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.261
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.220
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.83
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.236
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.85
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.306
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.94
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.153
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.112
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.58
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.113
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.12
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.173
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.281
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.264
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.199
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.134
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.50
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.238
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.14
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.282
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.293
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.157
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.79
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.205
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.87
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.140
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.291
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.253
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.280
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.167
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.80
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.151
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.4
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.179
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.110
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.164
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.214
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.183
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.56
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.32
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.307
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.278
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.191
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.60
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.82
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.26
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.59
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.25
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.212
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.254
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.74
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.144
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.108
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.210
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.3
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.303
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.116
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.305
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.260
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.248
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.274
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.202
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.320
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.262
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.203
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.193
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.159
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.127
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.177
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.169
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.243
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.35
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.219
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.218
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.285
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.237
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.98
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.196
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.240
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.23
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.310
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001387
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001536
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001634
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001501
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001618
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001731
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001413
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001700
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001673
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001578
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001517
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001754
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001628
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001756
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001688
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001652
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001441
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001641
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001680
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001626
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001376
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001518
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001698
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001385
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001544
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001468
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001653
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001659
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001613
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001724
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001598
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001615
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001383
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001748
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001631
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001651
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001595
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001740
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001611
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001535
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001616
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001525
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001356
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001456
1.3.12.2.1107.5.1.7.112561.30000020052009170516100003432,1.3.12.2.1107.5.1.7.112561.30000020052108223956200001732
