StudyInstanceUID,ImageUID
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.250
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.80
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.324
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.116
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.291
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.2
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.137
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.72
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.103
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.227
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.160
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.226
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.303
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.101
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.327
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.195
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.188
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.316
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.50
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.185
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.244
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.123
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.14
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.260
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.251
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.263
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.149
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.73
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.150
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.206
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.30
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.162
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.111
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.183
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.282
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.239
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.130
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.142
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.21
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.133
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.24
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.77
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.6
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.187
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.29
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.95
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.344
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.200
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.45
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.17
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.161
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.141
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.311
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.230
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.115
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.152
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.124
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.126
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.275
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.27
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.184
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.345
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.293
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.155
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.258
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.67
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.175
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.254
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.39
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.322
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.337
1.2.840.113619.2.278.3.717616.176.1575264037.926,1.2.840.113619.2.278.3.717616.176.1575264038.196.43
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.71
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.156
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.7
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.242
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.106
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.257
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.204
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.209
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.54
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.92
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.166
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.290
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.24
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.265
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.216
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.234
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.88
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.138
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.67
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.43
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.123
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.30
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.49
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.287
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.117
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.125
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.150
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.286
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.201
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.228
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.295
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.249
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.149
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.66
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.41
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.105
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.100
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.213
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.319
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.104
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.27
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.57
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.10
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.102
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.122
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.34
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.200
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.211
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.33
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.86
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.189
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.97
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.207
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.163
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.52
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.246
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.297
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.61
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.73
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.40
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.55
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.309
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.288
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.13
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.53
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.145
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.316
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.256
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.311
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.114
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.31
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.266
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.89
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.129
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.109
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.158
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.19
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.258
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.115
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.18
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.206
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.68
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.188
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.174
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.29
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.235
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.95
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.28
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.20
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.182
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.165
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.62
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.65
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.5
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.178
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.111
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.197
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.251
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.276
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.39
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.224
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.296
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.186
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.147
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.273
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.9
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.195
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.227
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.302
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.313
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.271
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.36
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.252
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.279
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.198
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.217
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.72
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.162
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.321
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.103
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.139
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.152
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.194
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.126
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.135
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.48
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.17
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.6
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.161
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.121
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.101
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.277
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.51
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.270
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.300
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.146
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.15
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.120
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.154
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.190
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.298
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.308
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.272
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.76
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.267
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.130
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.192
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.11
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.315
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.44
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.208
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.317
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.250
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.81
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.45
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.180
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.107
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.223
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.136
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.99
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.225
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.239
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.230
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.160
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.181
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.289
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.187
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.301
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.175
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.77
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.137
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.142
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.292
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.42
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.38
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.22
1.2.840.113619.2.278.3.717616.176.1575263991.123,1.2.840.113619.2.278.3.717616.176.1575263991.379.255
